session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,9,4507,6170,19.75,61.25,6,18.75,37.5,1175,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1545,2223,14.75,56.0,6,14.75,29.5,1174,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,3,6179,4737,13.0,40.25,6,6.0,12.0,1185,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1806,3320,23.75,73.75,6,23.75,47.5,1178,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,-1,-1,-1,-1,-1.0,0.0,6,-1.0,-1.0,1173,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,5321,5244,15.25,48.0,6,5.25,10.5,1184,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,3349,3116,15.5,65.5,6,15.5,31.0,1171,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,4108,1712,21.25,57.75,6,21.25,42.5,1179,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,0,7,-1,-1,24.25,65.5,6,21.25,42.5,1179,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,9,5196,5111,24.75,70.25,6,23.75,47.5,1178,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,10,3716,4682,15.0,36.25,6,15.0,30.0,1188,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,5,5153,6709,21.25,51.25,6,16.25,32.5,1180,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,15.0,29.25,6,12.0,24.0,1187,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,0,6,6511,12624,16.0,43.5,6,12.0,24.0,1176,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,4,8882,4166,21.5,51.25,6,15.5,31.0,1171,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,0,6,3218,5890,16.0,44.5,6,12.0,24.0,1176,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,-1,-1,-1,-1,-1.0,0.0,6,-1.0,-1.0,1173,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,1870,2748,25.0,62.25,6,25.0,50.0,1182,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,4,4487,6183,17.75,56.5,6,11.75,23.5,1172,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,0,7,-1,-1,8.25,34.5,6,5.25,10.5,1184,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,10,2025,5296,11.25,38.75,6,11.25,22.5,1186,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,9,4943,3371,12.75,50.5,6,11.75,23.5,1172,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,0,8,5453,8251,11.0,40.75,6,9.0,18.0,1183,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,7,1573,5407,24.25,91.5,7,21.25,42.5,1197,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,2477,2659,23.75,98.75,7,23.75,47.5,1195,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,5,1599,3938,15.75,71.0,7,10.75,21.5,1194,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,2867,2573,21.25,77.25,7,21.25,42.5,1200,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,10,1472,27480,18.75,60.0,7,18.75,37.5,1192,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3960,4604,13.5,52.5,7,13.5,27.0,1203,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,6,2088,2258,16.0,59.5,7,12.0,24.0,1205,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,8,3610,6703,15.5,55.25,7,13.5,27.0,1203,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,6,3561,8731,15.25,54.25,7,11.25,22.5,1201,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,0,0,5144,4517,17.5,65.75,7,7.5,15.0,1198,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,4868,4079,21.25,86.0,7,21.25,42.5,1197,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,6921,13911,17.5,63.0,7,17.5,35.0,1191,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,6,9048,3361,14.75,67.25,7,10.75,21.5,1194,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,3,6688,3635,16.75,78.0,7,9.75,19.5,1189,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,8,1814,2953,24.5,80.5,7,22.5,45.0,1199,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,8,2849,3107,9.5,49.75,7,7.5,15.0,1206,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,9,3520,4399,24.75,98.5,7,23.75,47.5,1195,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,0,7,-1,-1,21.75,38.75,7,18.75,37.5,1196,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,3726,4069,15.25,63.25,7,5.25,10.5,1204,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1492,2289,22.5,88.0,7,22.5,45.0,1199,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,8,5083,4099,19.5,77.25,7,17.5,35.0,1191,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,7,-1,-1,19.25,84.75,7,16.25,32.5,1190,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,8,4332,3893,20.75,91.0,7,18.75,37.5,1196,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,1,10,10764,9324,12.0,48.25,7,12.0,24.0,1205,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,0,2,4153,6715,15.75,67.0,7,7.75,15.5,1193,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,10.75,40.0,7,7.75,15.5,1193,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,6,5408,14281,11.5,55.0,7,7.5,15.0,1198,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,2,1.5,1,2,5258,4324,15.5,66.75,7,7.5,15.0,1206,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,5,2833,4600,14.0,58.5,7,9.0,18.0,1202,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,8.25,34.75,7,5.25,10.5,1204,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,9,1633,3053,19.75,82.0,7,18.75,37.5,1192,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,7,2993,6379,24.25,80.75,7,21.25,42.5,1200,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,0,7,-1,-1,12.0,46.5,7,9.0,18.0,1202,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,10,2232,4362,16.25,55.0,7,16.25,32.5,1190,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,0,8,6476,6816,11.75,62.25,7,9.75,19.5,1189,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,9,3621,6616,12.25,53.0,7,11.25,22.5,1201,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,4,1757,4782,14.0,105.5,8,8.0,16.0,1209,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,9,2893,10732,21.0,119.75,8,20.0,40.0,1218,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1468,2521,24.5,95.5,8,22.5,45.0,1215,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1672,5938,20.0,97.25,8,20.0,40.0,1212,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,8,2597,5831,13.25,73.25,8,11.25,22.5,1219,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3758,4304,20.0,72.5,8,20.0,40.0,1212,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,0,5,3395,3904,11.75,71.25,8,6.75,13.5,1222,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,2220,3730,15.0,70.25,8,15.0,30.0,1224,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,4,3522,7967,12.75,67.0,8,6.75,13.5,1222,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,0,0,4766,4724,17.5,83.25,8,7.5,15.0,1207,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,2249,4136,25.0,111.0,8,25.0,50.0,1213,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,0,0,6350,7385,10.0,73.0,8,0.0,0.0,1221,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,0,4,3165,7182,14.25,81.5,8,8.25,16.5,1220,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,10,1559,4785,25.0,103.0,8,25.0,50.0,1213,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,5,1864,2587,18.0,98.5,8,13.0,26.0,1210,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,10,5190,4949,7.5,57.25,8,7.5,15.0,1207,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1862,3257,20.0,118.5,8,20.0,40.0,1216,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,7,-1,-1,15.5,54.25,8,12.5,25.0,1208,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,2707,3580,10.0,73.25,8,0.0,0.0,1221,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1785,2124,25.0,113.0,8,25.0,50.0,1217,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,4516,2857,25.0,102.25,8,25.0,50.0,1214,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,7,-1,-1,23.0,107.75,8,20.0,40.0,1218,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,10,3730,3908,25.0,116.0,8,25.0,50.0,1217,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,9,4794,6526,14.0,62.25,8,13.0,26.0,1210,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,6,8611,4599,24.0,91.0,8,20.0,40.0,1216,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,14.25,54.25,8,11.25,22.5,1219,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,0,10,6502,13372,25.0,80.0,8,25.0,50.0,1214,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,8,2815,8089,13.25,80.0,8,11.25,22.5,1223,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,4,6391,5447,14.0,72.5,8,8.0,16.0,1209,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,14.25,49.0,8,11.25,22.5,1223,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1371,3677,22.5,104.5,8,22.5,45.0,1215,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,5182,4491,18.0,98.75,8,16.0,32.0,1211,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,7,-1,-1,11.25,57.75,8,8.25,16.5,1220,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,10,2326,3246,15.0,70.0,8,15.0,30.0,1224,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,0,5,6144,2969,17.5,79.75,8,12.5,25.0,1208,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,8,2763,6580,18.0,71.0,8,16.0,32.0,1211,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,4,1512,11245,15.5,121.0,9,9.5,19.0,1228,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,2787,6254,25.0,144.75,9,25.0,50.0,1232,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1513,3268,24.5,120.0,9,22.5,45.0,1231,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,4,1589,4001,18.5,115.75,9,12.5,25.0,1235,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,8,2700,10340,16.75,90.0,9,14.75,29.5,1226,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3225,5397,9.75,82.25,9,9.75,19.5,1237,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,7,1557,3633,13.5,84.75,9,10.5,21.0,1239,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,1266,9532,20.0,90.25,9,20.0,40.0,1229,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,8,3747,6284,8.0,75.0,9,6.0,12.0,1240,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,0,0,3698,8744,13.75,97.0,9,3.75,7.5,1230,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,2535,4690,25.0,136.0,9,25.0,50.0,1236,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,5,2533,7117,8.75,81.75,9,3.75,7.5,1230,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,3,8536,8720,16.75,98.25,9,9.75,19.5,1237,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,0,26016,4858,17.5,120.5,9,7.5,15.0,1225,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1213,2531,25.0,123.5,9,25.0,50.0,1234,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,0,10,3723,3697,11.25,68.5,9,11.25,22.5,1242,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,2357,4604,22.5,141.0,9,22.5,45.0,1231,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,0,7,-1,-1,19.25,73.5,9,16.25,32.5,1227,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,2861,4409,16.0,89.25,9,6.0,12.0,1240,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1463,2028,25.0,138.0,9,25.0,50.0,1232,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,2635,2260,20.0,122.25,9,20.0,40.0,1229,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,0,7,-1,-1,17.75,125.5,9,14.75,29.5,1226,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,10,3374,4540,22.5,138.5,9,22.5,45.0,1233,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,10,5257,5497,16.25,78.5,9,16.25,32.5,1227,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,0,6,3994,3702,16.5,107.5,9,12.5,25.0,1235,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,0,7,-1,-1,13.5,67.75,9,10.5,21.0,1238,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,4869,8517,25.0,105.0,9,25.0,50.0,1236,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,8,3822,9608,13.25,93.25,9,11.25,22.5,1241,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,5,2100,4334,16.25,88.75,9,11.25,22.5,1242,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,14.25,63.25,9,11.25,22.5,1241,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1820,2213,25.0,129.5,9,25.0,50.0,1234,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,3872,5403,24.5,123.25,9,22.5,45.0,1233,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,7,-1,-1,13.5,71.25,9,10.5,21.0,1239,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,10,1161,4253,7.5,77.5,9,7.5,15.0,1225,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,6,5200,3448,13.5,93.25,9,9.5,19.0,1228,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,7,3126,6133,13.5,84.5,9,10.5,21.0,1238,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,1419,2950,25.0,146.0,10,25.0,50.0,1252,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,4,3227,20400,16.25,161.0,10,10.25,20.5,1243,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,10,1277,3341,21.25,141.25,10,21.25,42.5,1253,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1868,2055,25.0,140.75,10,25.0,50.0,1252,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,0,8,5196,2877,13.25,103.25,10,11.25,22.5,1258,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,4285,3206,17.5,99.75,10,17.5,35.0,1247,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,6,1487,2219,21.0,105.75,10,17.0,34.0,1244,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,2571,4169,13.75,104.0,10,13.75,27.5,1246,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,4,4352,6009,13.5,88.5,10,7.5,15.0,1256,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,0,4613,5157,13.75,110.75,10,3.75,7.5,1254,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,5,3040,13174,18.75,154.75,10,13.75,27.5,1246,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,10,7534,11001,12.75,94.5,10,12.75,25.5,1257,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,5,6039,6247,21.25,119.5,10,16.25,32.5,1245,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,3,3025,3391,10.75,131.25,10,3.75,7.5,1254,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1099,1884,16.25,139.75,10,16.25,32.5,1245,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,0,0,4575,6261,15.25,83.75,10,5.25,10.5,1260,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,8,3068,4970,19.5,160.5,10,17.5,35.0,1247,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,7,-1,-1,24.25,97.75,10,21.25,42.5,1253,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1525,7484,14.5,103.75,10,4.5,9.0,1259,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1557,2549,25.0,163.0,10,25.0,50.0,1251,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,1,3330,4952,14.0,136.25,10,5.0,10.0,1248,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,7,-1,-1,23.0,148.5,10,20.0,40.0,1250,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,8,5891,5040,18.25,156.75,10,16.25,32.5,1249,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,6,6230,4565,11.5,90.0,10,7.5,15.0,1256,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,5,7534,3433,21.25,128.75,10,16.25,32.5,1249,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,8.25,76.0,10,5.25,10.5,1260,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,10,4969,7778,17.0,122.0,10,17.0,34.0,1244,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,6,1662,4233,8.5,101.75,10,4.5,9.0,1259,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,5,2179,3648,14.0,102.75,10,9.0,18.0,1255,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,12.0,75.25,10,9.0,18.0,1255,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,1686,2565,25.0,154.5,10,25.0,50.0,1251,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,9,4385,3773,21.0,144.25,10,20.0,40.0,1250,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,7,-1,-1,13.25,84.5,10,10.25,20.5,1243,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,5,6707,3672,10.0,87.5,10,5.0,10.0,1248,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,0,7,3904,6815,14.25,107.5,10,11.25,22.5,1258,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,7,2751,6672,15.75,100.25,10,12.75,25.5,1257,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,10,2439,2124,25.0,171.0,11,25.0,50.0,1270,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,0,0,3087,13906,17.5,178.5,11,7.5,15.0,1265,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,6,1198,3204,16.75,158.0,11,12.75,25.5,1266,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,1675,2363,25.0,165.75,11,25.0,50.0,1271,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,10,2691,3564,11.25,114.5,11,11.25,22.5,1275,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,3114,3978,7.5,107.25,11,7.5,15.0,1265,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,7,1406,2382,8.25,114.0,11,5.25,10.5,1277,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,3275,8788,13.5,117.5,11,13.5,27.0,1273,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,9,3269,5479,17.75,106.25,11,16.75,33.5,1263,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,0,0,5296,6958,20.0,130.75,11,10.0,20.0,1269,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,4518,4890,25.0,179.75,11,25.0,50.0,1271,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,0,10,5173,10328,7.5,102.0,11,7.5,15.0,1274,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,1,6,5854,11098,17.25,136.75,11,13.25,26.5,1264,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,6,5322,3555,24.0,155.25,11,20.0,40.0,1268,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,10,1108,2448,25.0,164.75,11,25.0,50.0,1272,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,3609,4109,17.5,101.25,11,7.5,15.0,1274,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1744,3559,25.0,185.5,11,25.0,50.0,1272,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,1,7,-1,-1,16.25,114.0,11,13.25,26.5,1264,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1944,3530,15.25,119.0,11,5.25,10.5,1277,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1364,2114,25.0,188.0,11,25.0,50.0,1270,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,0,1201,6146,16.0,152.25,11,6.0,12.0,1261,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,7,-1,-1,24.25,172.75,11,21.25,42.5,1267,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,10,3273,4772,21.25,178.0,11,21.25,42.5,1267,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,0,8,5825,4840,13.0,103.0,11,11.0,22.0,1262,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,0,4,4641,4019,17.0,145.75,11,11.0,22.0,1262,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,15.75,91.75,11,12.75,25.5,1266,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,8,4767,6510,18.75,140.75,11,16.75,33.5,1263,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,2758,7684,15.25,117.0,11,5.25,10.5,1276,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,5,3555,7742,16.25,119.0,11,11.25,22.5,1275,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,7,-1,-1,12.0,87.25,11,9.0,18.0,1278,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1481,3462,20.0,174.5,11,20.0,40.0,1268,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,2751,3370,12.0,156.25,11,10.0,20.0,1269,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,7,-1,-1,8.25,92.75,11,5.25,10.5,1276,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,5,2004,1389,14.0,101.5,11,9.0,18.0,1278,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,0,8,4842,5463,8.0,115.5,11,6.0,12.0,1261,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,8,2864,9126,15.5,115.75,11,13.5,27.0,1273,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,10,3050,3370,17.5,188.5,12,17.5,35.0,1289,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,0,0,2426,14130,13.0,191.5,12,3.0,6.0,1281,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,9,1535,3572,21.0,179.0,12,20.0,40.0,1290,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,3707,2255,12.5,178.25,12,12.5,25.0,1288,2
