session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id
3vb07w52,0,5dbba186a9e74e186663bd60,2,2,0.8,0,2,1998,2939,11.2,552.4,59,3.2,6.4,1429
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,0,4,-1,-1,9.2,402.8,59,3.2,6.4,1429
3vb07w52,0,5f3bea9361777498f6dcd795,4,2,1.2,1,0,1084,2828,12.4,591.6,59,2.4,4.8,1432
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,2,1.2,1,10,4029,2716,6.0,570.2,59,6.0,12.0,1431
3vb07w52,0,5f3b0b256b950d220f72b592,6,1,1.2,0,3,5041,4626,10.4,568.4,59,3.4,6.8,1430
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,1,4,-1,-1,9.4,335.0,59,3.4,6.8,1430
3vb07w52,1,609354c93d518102cfa2c53b,8,2,0.8,-1,-1,-1,-1,-1.0,0.0,59,-1.0,-1.0,1434
3vb07w52,1,60422c61c960ed052c0ee5b2,9,1,0.8,-1,-1,-1,-1,-1.0,0.0,59,-1.0,-1.0,1434
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,2,0.8,1,0,4438,4110,11.6,602.0,59,1.6,3.2,1433
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,0,4261,4464,16.0,618.8,59,6.0,12.0,1431
3vb07w52,1,5f31611a22e6b8641dde72bc,12,1,0.8,0,4,-1,-1,7.6,359.4,59,1.6,3.2,1433
3vb07w52,1,5e2522d6b734b47915f88275,1,1,1.2,-1,-1,-1,-1,-1.0,0.0,60,-1.0,-1.0,1435
3vb07w52,0,5dbba186a9e74e186663bd60,2,2,0.8,1,2,2257,3148,9.6,562.0,60,1.6,3.2,1440
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,0,2,-1,-1,15.2,418.0,60,7.2,14.4,1438
3vb07w52,0,5f3bea9361777498f6dcd795,4,1,1.2,1,1,1186,2960,10.8,602.4,60,1.8,3.5999999999999996,1437
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,2,1.2,1,10,3405,6700,7.2,577.4,60,7.2,14.4,1438
3vb07w52,0,5f3b0b256b950d220f72b592,6,2,1.2,0,2,4849,4124,9.8,578.2,60,1.8,3.5999999999999996,1437
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,1,2,-1,-1,8.8,343.8,60,0.8,1.6,1436
3vb07w52,1,609354c93d518102cfa2c53b,8,1,0.8,0,2,-1,-1,9.6,345.8,60,1.6,3.2,1440
3vb07w52,1,60422c61c960ed052c0ee5b2,9,2,0.8,-1,-1,-1,-1,-1.0,0.0,60,-1.0,-1.0,1435
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,1,0.8,1,2,4865,5739,9.6,611.6,60,1.6,3.2,1439
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,0,5358,5956,10.8,629.6,60,0.8,1.6,1436
3vb07w52,1,5f31611a22e6b8641dde72bc,12,2,0.8,0,2,-1,-1,9.6,369.0,60,1.6,3.2,1439
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,9587,9862,8.8,8.8,1,8.8,17.6,1441
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,8,8284,13098,10.8,10.8,1,8.8,17.6,1441
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,2,7701,21533,13.6,13.6,1,5.6,11.2,1442
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,8,10619,17671,7.6,7.6,1,5.6,11.2,1442
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,0,5,10654,12220,10.4,10.4,1,5.4,10.8,1443
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,9.4,9.4,1,5.4,10.8,1443
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,0,5,11416,17210,10.6,10.6,1,5.6,11.2,1444
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,0,6,-1,-1,9.6,9.6,1,5.6,11.2,1444
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,3663,5852,10.0,18.8,2,10.0,20.0,1445
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,7243,12380,10.0,20.8,2,10.0,20.0,1445
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,8,9521,10452,8.2,21.8,2,6.2,12.4,1446
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,8677,14116,11.2,18.8,2,6.2,12.4,1446
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,0,8,15462,14283,9.2,19.6,2,7.2,14.4,1447
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,11.2,20.6,2,7.2,14.4,1447
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,0,5,10969,6294,10.6,21.2,2,5.6,11.2,1448
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,0,6,-1,-1,9.6,19.2,2,5.6,11.2,1448
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,3073,4039,9.4,28.2,3,9.4,18.799999999999997,1449
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,9,4862,6228,10.4,31.2,3,9.4,18.799999999999997,1449
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,6405,7641,7.0,28.8,3,7.0,14.0,1450
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,4436,9923,12.0,30.8,3,7.0,14.0,1450
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,0,10,9605,10343,9.2,28.8,3,9.2,18.4,1451
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,8,-1,-1,11.2,31.8,3,9.2,18.4,1451
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,0,6,3419,9394,11.2,32.4,3,7.2,14.4,1452
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,8,-1,-1,9.2,28.4,3,7.2,14.4,1452
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,7727,5150,10.0,10.0,4,10.0,20.0,1453
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,7102,4642,10.0,10.0,4,10.0,20.0,1453
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,4,8975,7875,10.6,10.6,4,4.6,9.2,1454
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,9662,5816,9.6,9.6,4,4.6,9.2,1454
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,0,8,8711,13463,10.0,10.0,4,8.0,16.0,1455
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,8,-1,-1,10.0,10.0,4,8.0,16.0,1455
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,5,12295,3850,11.8,11.8,4,6.8,13.6,1456
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,0,8,-1,-1,8.8,8.8,4,6.8,13.6,1456
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,5278,6795,10.0,20.0,5,10.0,20.0,1457
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,3428,6444,10.0,20.0,5,10.0,20.0,1457
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,3384,5337,7.0,17.6,5,7.0,14.0,1458
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,8542,6317,12.0,21.6,5,7.0,14.0,1458
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,3595,4915,9.6,19.6,5,7.6,15.2,1459
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,7,-1,-1,10.6,20.6,5,7.6,15.2,1459
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,10,4135,7061,8.2,20.0,5,8.2,16.4,1460
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,7,-1,-1,11.2,20.0,5,8.2,16.4,1460
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,4876,3049,10.0,30.0,6,10.0,20.0,1461
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,5641,5353,10.0,30.0,6,10.0,20.0,1461
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,5228,6963,7.0,24.6,6,7.0,14.0,1462
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,7044,4501,12.0,33.6,6,7.0,14.0,1462
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,9,6976,7122,10.0,29.6,6,9.0,18.0,1463
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,10.0,30.6,6,9.0,18.0,1463
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,0,5,4870,5765,12.4,32.4,6,7.4,14.799999999999999,1464
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,9,-1,-1,8.4,28.4,6,7.4,14.799999999999999,1464
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,5208,3323,10.0,40.0,7,10.0,20.0,1465
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,0,10,5348,6770,10.0,40.0,7,10.0,20.0,1465
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,4564,9517,10.0,34.6,7,10.0,20.0,1466
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,10,4818,9670,10.0,43.6,7,10.0,20.0,1466
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,14772,10649,10.0,39.6,7,8.0,16.0,1467
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,8,-1,-1,10.0,40.6,7,8.0,16.0,1467
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,8,4329,7699,10.0,42.4,7,8.0,16.0,1468
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,8,-1,-1,10.0,38.4,7,8.0,16.0,1468
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,4676,3327,10.0,50.0,8,10.0,20.0,1469
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,4417,3802,10.0,50.0,8,10.0,20.0,1469
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,3950,3210,10.0,44.6,8,10.0,20.0,1470
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,10,3599,4425,10.0,53.6,8,10.0,20.0,1470
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,9627,3735,10.4,50.0,8,8.4,16.8,1471
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,9.4,50.0,8,8.4,16.8,1471
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,8,1920,6604,10.6,53.0,8,8.6,17.2,1472
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,0,9,-1,-1,9.6,48.0,8,8.6,17.2,1472
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,3608,4128,10.0,60.0,9,10.0,20.0,1473
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,6887,6981,10.0,60.0,9,10.0,20.0,1473
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,4314,5981,5.2,49.8,9,5.2,10.4,1474
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,2,5046,4568,13.2,66.8,9,5.2,10.4,1474
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,8762,13719,10.4,60.4,9,8.4,16.8,1475
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,9.4,59.4,9,8.4,16.8,1475
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,9,5976,4901,10.0,63.0,9,9.0,18.0,1476
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,9,-1,-1,10.0,58.0,9,9.0,18.0,1476
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,6221,2973,10.0,70.0,10,10.0,20.0,1477
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,0,10,2050,5059,10.0,70.0,10,10.0,20.0,1477
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,7760,7200,10.0,59.8,10,10.0,20.0,1478
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,10,3200,4065,10.0,76.8,10,10.0,20.0,1478
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,3525,9585,12.4,72.8,10,5.4,10.8,1479
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,6.4,65.8,10,5.4,10.8,1479
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,8,1893,6905,10.0,73.0,10,8.0,16.0,1480
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,8,-1,-1,10.0,68.0,10,8.0,16.0,1480
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,1922,3054,10.0,80.0,11,10.0,20.0,1481
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,10,3319,5053,10.0,80.0,11,10.0,20.0,1481
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,3281,3006,10.0,69.8,11,10.0,20.0,1482
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,10,3231,5107,10.0,86.8,11,10.0,20.0,1482
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,4464,2639,9.2,82.0,11,7.2,14.4,1483
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,6,-1,-1,11.2,77.0,11,7.2,14.4,1483
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,1,-1,2905,-1,-1.0,0.0,11,-1.0,-1.0,1484
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,1,-1,-1,-1,-1.0,0.0,11,-1.0,-1.0,1484
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,4882,5641,10.0,90.0,12,10.0,20.0,1485
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,0,10,4642,3734,10.0,90.0,12,10.0,20.0,1485
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,2208,3531,10.0,79.8,12,10.0,20.0,1486
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,10,4727,3559,10.0,96.8,12,10.0,20.0,1486
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,5756,5640,12.4,94.4,12,5.4,10.8,1487
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,6.4,83.4,12,5.4,10.8,1487
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,12,-1.0,-1.0,1488
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,12,-1.0,-1.0,1488
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,2286,3494,8.2,98.2,13,8.2,16.4,1489
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,7,2927,2376,11.2,101.2,13,8.2,16.4,1489
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,3632,2905,7.6,87.4,13,7.6,15.2,1490
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,11.6,108.4,13,7.6,15.2,1490
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,2,3266,3783,11.6,106.0,13,3.6,7.200000000000001,1491
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,7.6,91.0,13,3.6,7.200000000000001,1491
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,13,-1.0,-1.0,1492
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,13,-1.0,-1.0,1492
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,1,10,2177,2913,8.2,106.4,14,8.2,16.4,1493
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,1,7,5127,8501,11.2,112.4,14,8.2,16.4,1493
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,9,5624,7171,8.2,95.6,14,7.2,14.399999999999999,1494
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,6,-1,-1,11.2,119.6,14,7.2,14.399999999999999,1494
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,4,5548,3176,10.8,116.8,14,4.8,9.600000000000001,1495
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,6,-1,-1,8.8,99.8,14,4.8,9.600000000000001,1495
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,14,-1.0,-1.0,1496
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,14,-1.0,-1.0,1496
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,15,-1.0,-1.0,1497
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,15,-1.0,-1.0,1497
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,5379,3722,7.6,103.2,15,7.6,15.2,1498
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,11.6,131.2,15,7.6,15.2,1498
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,1,6384,4354,12.0,128.8,15,3.0,6.000000000000001,1499
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,7.0,106.8,15,3.0,6.000000000000001,1499
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,15,-1.0,-1.0,1500
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,15,-1.0,-1.0,1500
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,16,-1.0,-1.0,1501
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,16,-1.0,-1.0,1501
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,1403,4914,7.6,110.8,16,7.6,15.2,1502
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,11.6,142.8,16,7.6,15.2,1502
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,0,4447,4968,12.4,141.2,16,2.4,4.800000000000001,1503
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,6.4,113.2,16,2.4,4.800000000000001,1503
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,16,-1.0,-1.0,1504
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,16,-1.0,-1.0,1504
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,1505
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,1505
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,4294,3665,7.0,117.8,17,7.0,14.0,1506
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,5,-1,-1,12.0,154.8,17,7.0,14.0,1506
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,8,8968,6956,8.8,150.0,17,6.8,13.6,1507
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,5,-1,-1,11.8,125.0,17,6.8,13.6,1507
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,1508
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,1508
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,18,-1.0,-1.0,1509
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,18,-1.0,-1.0,1509
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,5029,3767,9.4,127.2,18,9.4,18.799999999999997,1510
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,9,-1,-1,10.4,165.2,18,9.4,18.799999999999997,1510
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,2968,3769,12.4,162.4,18,5.4,10.8,1511
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,9,-1,-1,6.4,131.4,18,5.4,10.8,1511
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,18,-1.0,-1.0,1512
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,18,-1.0,-1.0,1512
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,19,-1.0,-1.0,1513
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,19,-1.0,-1.0,1513
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,2351,5626,7.6,134.8,19,7.6,15.2,1514
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,1,6,-1,-1,11.6,176.8,19,7.6,15.2,1514
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,1284,9691,11.2,173.6,19,4.2,8.4,1515
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,6,-1,-1,8.2,139.6,19,4.2,8.4,1515
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,19,-1.0,-1.0,1516
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,19,-1.0,-1.0,1516
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,20,-1.0,-1.0,1517
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,20,-1.0,-1.0,1517
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,2205,5789,7.6,142.4,20,7.6,15.2,1518
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,11.6,188.4,20,7.6,15.2,1518
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,3407,4612,11.2,184.8,20,4.2,8.4,1519
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,6,-1,-1,8.2,147.8,20,4.2,8.4,1519
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,20,-1.0,-1.0,1520
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,20,-1.0,-1.0,1520
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,21,-1.0,-1.0,1521
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,21,-1.0,-1.0,1521
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,7,2186,5975,9.4,151.8,21,6.4,12.8,1522
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,10.4,198.8,21,6.4,12.8,1522
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,2617,9242,11.2,196.0,21,4.2,8.4,1523
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,0,6,-1,-1,8.2,156.0,21,4.2,8.4,1523
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,21,-1.0,-1.0,1524
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,21,-1.0,-1.0,1524
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1525
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1525
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,0,10,3889,5717,7.0,158.8,22,7.0,14.0,1526
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,5,-1,-1,12.0,210.8,22,7.0,14.0,1526
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,1678,3770,10.8,206.8,22,3.8,7.6,1527
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,5,-1,-1,8.8,164.8,22,3.8,7.6,1527
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1528
yasdv34i,1,5d0e74d6c26b9e001a6b9def,8,2,1.2,-1,-1,-1,-1,-1.0,0.0,22,-1.0,-1.0,1528
yasdv34i,1,5ef4d784ecf8ff0cafe9190f,1,1,0.8,-1,-1,-1,-1,-1.0,0.0,23,-1.0,-1.0,1529
yasdv34i,1,60a140bf25500bc56455ce2d,2,2,1.2,-1,-1,-1,-1,-1.0,0.0,23,-1.0,-1.0,1529
yasdv34i,0,606f1aaa5fa1cfa9144c7fd1,3,1,0.8,1,10,1241,4071,7.6,166.4,23,7.6,15.2,1530
yasdv34i,1,602d5d6b3a3b7a78b343ed83,4,2,1.2,0,6,-1,-1,11.6,222.4,23,7.6,15.2,1530
yasdv34i,0,609c1037e6c696620986cc20,5,1,1.2,1,3,2185,2446,11.2,218.0,23,4.2,8.4,1531
yasdv34i,1,5df7ecbeecb3ea58b70030b0,6,2,0.8,1,6,-1,-1,8.2,173.0,23,4.2,8.4,1531
yasdv34i,1,6081492e0fd61ab5685a689a,7,1,0.8,-1,-1,-1,-1,-1.0,0.0,23,-1.0,-1.0,1532
