session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id
85jbdx27,0,60a2801836ad04a555c85af6,12,1,0.8,0,0,3435,5499,11.2,441.6,48,1.2,2.4000000000000004,647
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,0,5315,2123,10.6,477.0,49,0.6,1.2,652
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,-1,-1,-1,-1,-1.0,0.0,49,-1.0,-1.0,653
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,2,2251,8462,9.2,508.8,49,1.2,2.4,650
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,2,1.2,0,1,-1,-1,12.6,325.4,49,3.6,7.2,651
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,-1,-1,-1,-1,-1.0,0.0,49,-1.0,-1.0,653
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,0,5010,2428,10.0,467.6,49,0.0,0.0,654
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,5,4020,4370,8.6,458.6,49,3.6,7.2,651
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,0,0,4038,7590,11.2,449.0,49,1.2,2.4,650
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,0,1,-1,-1,10.8,272.4,49,1.8,3.6000000000000005,649
85jbdx27,1,60296c439516738aa83c493d,10,2,1.2,0,1,-1,-1,9.6,275.8,49,0.6,1.2,652
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,3,6529,6328,8.8,426.8,49,1.8,3.6000000000000005,649
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,0,3311,7493,10.0,451.6,49,0.0,0.0,654
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,6,1711,8155,9.2,486.2,50,5.2,10.399999999999999,655
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,656
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,1,0,2940,5658,10.0,518.8,50,0.0,0.0,658
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,657
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,0,1,-1,-1,10.2,308.6,50,1.2,2.4000000000000004,659
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,2,0.8,0,2,5718,8816,8.8,476.4,50,0.8,1.6,660
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,0,2749,4649,10.0,468.6,50,0.0,0.0,658
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,4,10150,2615,11.2,460.2,50,5.2,10.399999999999999,655
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,656
85jbdx27,1,60296c439516738aa83c493d,10,2,1.2,-1,-1,-1,-1,-1.0,0.0,50,-1.0,-1.0,657
85jbdx27,0,5cfc3dfaceb2d50019394664,11,1,0.8,0,2,2073,6813,9.2,436.0,50,1.2,2.4000000000000004,659
85jbdx27,0,60a2801836ad04a555c85af6,12,1,0.8,0,0,3560,6756,10.8,462.4,50,0.8,1.6,660
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,3,2239,2104,10.0,496.2,51,3.0,6.0,661
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,0,2,-1,-1,8.8,291.4,51,0.8,1.6,666
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,0,2498,2974,11.2,530.0,51,1.2,2.4,663
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,-1,-1,-1,-1,-1.0,0.0,51,-1.0,-1.0,664
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,0,2,-1,-1,9.4,318.0,51,1.4,2.8,662
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,2,0.8,0,2,4162,2354,8.8,485.2,51,0.8,1.6,665
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,1,4033,4815,10.4,479.0,51,1.4,2.8,662
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,3,5508,8438,10.0,470.2,51,3.0,6.0,661
85jbdx27,1,608d90a4dc43021936de77fb,9,2,1.2,1,2,-1,-1,9.2,281.6,51,1.2,2.4,663
85jbdx27,1,60296c439516738aa83c493d,10,2,1.2,-1,-1,-1,-1,-1.0,0.0,51,-1.0,-1.0,664
85jbdx27,0,5cfc3dfaceb2d50019394664,11,1,0.8,0,0,1951,5106,10.8,446.8,51,0.8,1.6,665
85jbdx27,0,60a2801836ad04a555c85af6,12,1,0.8,0,0,4811,5002,10.8,473.2,51,0.8,1.6,666
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,8,2394,2637,7.4,503.6,52,5.4,10.799999999999999,669
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,1,0.8,0,1,-1,-1,9.8,301.2,52,0.8,1.6,672
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,1,1,4530,3853,10.2,540.2,52,1.2,2.4,670
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,2,1.2,0,1,-1,-1,14.4,339.8,52,5.4,10.799999999999999,669
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,-1,-1,-1,-1,-1.0,0.0,52,-1.0,-1.0,668
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,1,0,1867,4237,11.6,496.8,52,1.6,3.2,671
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,2,3899,6840,9.6,488.6,52,1.6,3.2,667
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,4,11450,9957,7.6,477.8,52,1.6,3.2,671
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,-1,-1,-1,-1,-1.0,0.0,52,-1.0,-1.0,668
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,0,1,-1,-1,10.2,286.0,52,1.2,2.4,670
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,1,1485,3527,10.6,457.4,52,1.6,3.2,667
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,2838,7264,9.8,483.0,52,0.8,1.6,672
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,0,1041,2031,10.0,513.6,53,0.0,0.0,675
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,1,0.8,0,2,-1,-1,9.6,310.8,53,1.6,3.2,677
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,0,0,2109,4614,10.0,550.2,53,0.0,0.0,675
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,-1,-1,-1,-1,-1.0,0.0,53,-1.0,-1.0,676
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,1,2,-1,-1,9.6,327.6,53,1.6,3.2,678
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,2,0.8,1,5,4852,4870,7.6,504.4,53,2.6,5.2,673
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,1,3272,6159,11.6,500.2,53,2.6,5.2,673
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,2,9722,6660,9.6,487.4,53,1.6,3.2,677
85jbdx27,1,608d90a4dc43021936de77fb,9,2,1.2,-1,-1,-1,-1,-1.0,0.0,53,-1.0,-1.0,676
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,0,2,-1,-1,9.6,295.6,53,1.6,3.2,674
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,1,1236,9045,10.6,468.0,53,1.6,3.2,674
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,2,2598,4728,9.6,492.6,53,1.6,3.2,678
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,0,1041,2444,11.6,525.2,54,1.6,3.2,679
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,1,2,-1,-1,9.2,320.0,54,1.2,2.4000000000000004,683
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,1,0,2259,3524,11.2,561.4,54,1.2,2.4,682
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,2,1.2,-1,-1,-1,-1,-1.0,0.0,54,-1.0,-1.0,681
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,0,2,-1,-1,9.6,337.2,54,1.6,3.2,684
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,2,0.8,0,2,4901,5438,9.6,514.0,54,1.6,3.2,684
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,0,5706,3867,10.4,510.6,54,0.4,0.8,680
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,4,5222,2966,7.6,495.0,54,1.6,3.2,679
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,-1,-1,-1,-1,-1.0,0.0,54,-1.0,-1.0,681
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,0,2,-1,-1,9.2,304.8,54,1.2,2.4,682
85jbdx27,0,5cfc3dfaceb2d50019394664,11,1,0.8,0,1,2551,4923,10.2,478.2,54,1.2,2.4000000000000004,683
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,4361,4879,9.4,502.0,54,0.4,0.8,680
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,10,1070,1883,6.4,531.6,55,6.4,12.8,685
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,1,0.8,-1,-1,-1,-1,-1.0,0.0,55,-1.0,-1.0,689
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,2,2023,2758,10.4,571.8,55,2.4,4.8,687
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,-1,-1,-1,-1,-1.0,0.0,55,-1.0,-1.0,688
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,-1,-1,-1,-1,-1.0,0.0,55,-1.0,-1.0,689
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,0,1756,3515,10.8,524.8,55,0.8,1.6,690
85jbdx27,0,60a5181a8b36c8764b25abe9,7,2,1.2,0,2,4443,5116,10.4,521.0,55,2.4,4.8,687
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,2,6896,11712,8.8,503.8,55,0.8,1.6,690
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,1,1,-1,-1,10.0,291.6,55,1.0,2.0,686
85jbdx27,1,60296c439516738aa83c493d,10,2,1.2,-1,-1,-1,-1,-1.0,0.0,55,-1.0,-1.0,688
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,1,3006,3194,10.0,488.2,55,1.0,2.0,686
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,3453,5749,15.4,517.4,55,6.4,12.8,685
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,0,1417,2258,11.6,543.2,56,1.6,3.2,692
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,1,3,-1,-1,9.0,329.0,56,2.0,4.0,696
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,0,2365,3356,10.8,582.6,56,0.8,1.6,691
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,2,1.2,1,3,-1,-1,10.0,349.8,56,3.0,6.0,694
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,1,3,-1,-1,8.6,345.8,56,1.6,3.2,695
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,2,5650,5451,10.0,534.8,56,2.0,4.0,696
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,2,3860,4999,11.0,532.0,56,3.0,6.0,694
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,4,10873,5002,7.6,511.4,56,1.6,3.2,692
85jbdx27,1,608d90a4dc43021936de77fb,9,2,1.2,-1,-1,-1,-1,-1.0,0.0,56,-1.0,-1.0,693
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,-1,-1,-1,-1,-1.0,0.0,56,-1.0,-1.0,693
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,2,1649,4737,8.8,497.0,56,0.8,1.6,691
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,3552,6988,10.6,528.0,56,1.6,3.2,695
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,5,2854,2707,9.2,552.4,57,4.2,8.4,699
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,1,2,-1,-1,9.6,338.6,57,1.6,3.2,702
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,1,0,2207,4998,10.0,592.6,57,0.0,0.0,700
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,1,2,-1,-1,9.2,359.0,57,1.2,2.4,698
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,1,2,-1,-1,9.2,355.0,57,1.2,2.4000000000000004,701
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,2,6520,2007,9.6,544.4,57,1.6,3.2,702
85jbdx27,0,60a5181a8b36c8764b25abe9,7,1,1.2,0,0,3255,8137,10.0,542.0,57,0.0,0.0,700
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,0,11057,8593,11.2,522.6,57,1.2,2.4,698
85jbdx27,1,608d90a4dc43021936de77fb,9,2,1.2,0,2,-1,-1,12.2,303.8,57,4.2,8.4,699
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,0,2,-1,-1,9.2,314.0,57,1.2,2.4,697
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,0,2186,2672,11.2,508.2,57,1.2,2.4,697
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,3063,4710,10.2,538.2,57,1.2,2.4000000000000004,701
85jbdx27,0,5d6806076c4ad800017c1ac2,1,2,1.2,1,2,3952,2176,9.8,562.2,58,1.8,3.5999999999999996,706
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,-1,-1,-1,-1,-1.0,0.0,58,-1.0,-1.0,703
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,0,2269,5081,10.4,603.0,58,0.4,0.8,704
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,1,1,-1,-1,10.8,369.8,58,1.8,3.5999999999999996,706
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,1,0.8,1,1,-1,-1,9.4,364.4,58,0.4,0.8,708
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,0,3682,3794,10.4,554.8,58,0.4,0.8,707
85jbdx27,0,60a5181a8b36c8764b25abe9,7,2,1.2,0,1,3503,5371,10.2,552.2,58,1.2,2.4,705
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,0,2908,5200,10.4,533.0,58,0.4,0.8,708
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,1,1,-1,-1,10.2,314.0,58,1.2,2.4,705
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,-1,-1,-1,-1,-1.0,0.0,58,-1.0,-1.0,703
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,1,791,5644,9.4,517.6,58,0.4,0.8,707
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,5454,6673,9.4,547.6,58,0.4,0.8,704
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,1,0,921,2386,10.0,572.2,59,0.0,0.0,709
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,2,0.8,-1,-1,-1,-1,-1.0,0.0,59,-1.0,-1.0,710
85jbdx27,0,5ec14b142a92684125500c16,3,2,1.2,1,0,2555,3156,10.6,613.6,59,0.6,1.2,712
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,1,1.2,-1,-1,-1,-1,-1.0,0.0,59,-1.0,-1.0,710
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,1,1,-1,-1,9.4,373.8,59,0.4,0.8,713
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,0,5,2461,3388,7.8,562.6,59,2.8,5.6,714
85jbdx27,0,60a5181a8b36c8764b25abe9,7,2,1.2,0,1,4261,6071,10.2,562.4,59,1.2,2.4,711
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,1,0.8,1,0,5590,6323,10.4,543.4,59,0.4,0.8,713
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,1,1,-1,-1,9.6,323.6,59,0.6,1.2,712
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,0,1,-1,-1,10.2,324.2,59,1.2,2.4,711
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,1,2,2145,4321,10.8,528.4,59,2.8,5.6,714
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,0,7741,8062,10.0,557.6,59,0.0,0.0,709
85jbdx27,0,5d6806076c4ad800017c1ac2,1,1,1.2,0,0,813,1939,10.6,582.8,60,0.6,1.2,718
85jbdx27,1,60a51ab2ae82da9cb994cea1,2,1,0.8,0,1,-1,-1,10.2,348.8,60,1.2,2.4000000000000004,719
85jbdx27,0,5ec14b142a92684125500c16,3,1,1.2,1,1,1760,4697,11.4,625.0,60,2.4,4.8,717
85jbdx27,1,5e29dcdf1654ed023e89cc6a,4,2,1.2,1,1,-1,-1,9.6,379.4,60,0.6,1.2,718
85jbdx27,1,5b9bb0fde43a4800019b52b5,5,2,0.8,-1,-1,-1,-1,-1.0,0.0,60,-1.0,-1.0,716
85jbdx27,0,5e1099ef265c8076ecd0bae4,6,1,0.8,1,4,2420,4272,8.4,571.0,60,2.4,4.800000000000001,720
85jbdx27,0,60a5181a8b36c8764b25abe9,7,2,1.2,1,3,3947,18453,9.4,571.8,60,2.4,4.8,717
85jbdx27,0,606095d107dfdd1a5c4f4f35,8,2,0.8,1,2,7700,9516,9.2,552.6,60,1.2,2.4000000000000004,719
85jbdx27,1,608d90a4dc43021936de77fb,9,1,1.2,-1,-1,-1,-1,-1.0,0.0,60,-1.0,-1.0,716
85jbdx27,1,60296c439516738aa83c493d,10,1,1.2,1,1,-1,-1,10.0,334.2,60,1.0,2.0,715
85jbdx27,0,5cfc3dfaceb2d50019394664,11,2,0.8,0,2,5241,4007,10.4,538.8,60,2.4,4.800000000000001,720
85jbdx27,0,60a2801836ad04a555c85af6,12,2,0.8,0,1,4672,7001,10.0,567.6,60,1.0,2.0,715
3vb07w52,1,5e2522d6b734b47915f88275,1,2,1.2,0,5,15829,19869,12.2,12.2,1,7.2,14.4,1083
3vb07w52,0,5dbba186a9e74e186663bd60,2,2,0.8,0,2,6024,8494,11.2,11.2,1,3.2,6.4,1086
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,0,6,-1,-1,10.0,20.4,1,6.0,12.0,1081
3vb07w52,0,5f3bea9361777498f6dcd795,4,2,1.2,1,10,8120,5583,12.0,12.0,1,12.0,24.0,1084
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,1,1.2,0,7,1339,6875,10.2,10.2,1,7.2,14.4,1083
3vb07w52,0,5f3b0b256b950d220f72b592,6,1,1.2,1,8,10132,14550,9.2,9.2,1,7.2,14.4,1082
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,0,6,-1,-1,11.2,11.2,1,7.2,14.4,1082
3vb07w52,1,609354c93d518102cfa2c53b,8,1,0.8,0,6,-1,-1,7.2,7.2,1,3.2,6.4,1086
3vb07w52,1,60422c61c960ed052c0ee5b2,9,2,0.8,0,6,10479,6650,10.0,10.0,1,6.0,12.0,1081
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,2,0.8,0,0,8191,11612,12.4,12.4,1,2.4,4.800000000000001,1085
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,0,10,17015,5782,12.0,12.0,1,12.0,24.0,1084
3vb07w52,1,5f31611a22e6b8641dde72bc,12,1,0.8,0,6,-1,-1,6.4,6.4,1,2.4,4.800000000000001,1085
3vb07w52,1,5e2522d6b734b47915f88275,1,1,1.2,0,10,9867,3222,8.4,20.6,2,8.4,16.8,1087
3vb07w52,0,5dbba186a9e74e186663bd60,2,2,0.8,1,3,6672,7318,14.2,25.4,2,7.2,14.4,1088
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,0,5,-1,-1,10.4,10.4,2,5.4,10.8,1090
3vb07w52,0,5f3bea9361777498f6dcd795,4,1,1.2,0,10,2912,6318,7.2,19.2,2,7.2,14.4,1088
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,2,1.2,1,4,2325,5400,11.4,21.6,2,5.4,10.8,1090
3vb07w52,0,5f3b0b256b950d220f72b592,6,2,1.2,0,6,11405,14010,13.6,22.8,2,9.6,19.2,1089
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,0,6,-1,-1,12.4,23.6,2,8.4,16.8,1087
3vb07w52,1,609354c93d518102cfa2c53b,8,2,0.8,0,6,-1,-1,7.2,14.4,2,3.2,6.4,1092
3vb07w52,1,60422c61c960ed052c0ee5b2,9,1,0.8,1,6,7308,10697,8.8,18.8,2,4.8,9.600000000000001,1091
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,1,0.8,0,2,4873,14623,11.2,23.6,2,3.2,6.4,1092
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,10,6338,7559,9.6,21.6,2,9.6,19.2,1089
3vb07w52,1,5f31611a22e6b8641dde72bc,12,2,0.8,0,6,-1,-1,8.8,15.2,2,4.8,9.600000000000001,1091
3vb07w52,1,5e2522d6b734b47915f88275,1,1,1.2,1,3,4249,12881,11.2,31.8,3,4.2,8.4,1093
3vb07w52,0,5dbba186a9e74e186663bd60,2,1,0.8,0,2,2411,4145,11.6,37.0,3,3.6,7.200000000000001,1098
3vb07w52,1,5f70acedcfac0e090605d457,3,2,1.2,0,6,-1,-1,11.2,31.6,3,7.2,14.399999999999999,1095
3vb07w52,0,5f3bea9361777498f6dcd795,4,2,1.2,1,10,5045,3026,12.0,31.2,3,12.0,24.0,1096
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,1,1.2,0,6,2333,8132,11.2,32.8,3,7.2,14.399999999999999,1095
3vb07w52,0,5f3b0b256b950d220f72b592,6,1,1.2,1,10,10410,6780,12.0,34.8,3,12.0,24.0,1096
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,0,6,-1,-1,8.2,31.8,3,4.2,8.4,1093
3vb07w52,1,609354c93d518102cfa2c53b,8,1,0.8,0,6,-1,-1,7.6,22.0,3,3.6,7.200000000000001,1097
3vb07w52,1,60422c61c960ed052c0ee5b2,9,2,0.8,1,7,6589,5147,6.6,25.4,3,3.6,7.200000000000001,1098
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,2,0.8,0,3,5089,11310,10.6,34.2,3,3.6,7.200000000000001,1097
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,10,2005,2890,8.4,30.0,3,8.4,16.8,1094
3vb07w52,1,5f31611a22e6b8641dde72bc,12,2,0.8,0,6,-1,-1,12.4,27.6,3,8.4,16.8,1094
3vb07w52,1,5e2522d6b734b47915f88275,1,2,1.2,0,6,5928,7795,13.0,13.0,4,9.0,18.0,1102
3vb07w52,0,5dbba186a9e74e186663bd60,2,1,0.8,0,2,5843,8414,8.8,8.8,4,0.8,1.6,1103
3vb07w52,1,5f70acedcfac0e090605d457,3,2,1.2,1,6,-1,-1,13.6,13.6,4,9.6,19.2,1101
3vb07w52,0,5f3bea9361777498f6dcd795,4,1,1.2,1,10,6835,3839,9.2,9.2,4,9.2,18.4,1100
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,1,1.2,0,9,5764,4150,8.8,8.8,4,7.8,15.6,1099
3vb07w52,0,5f3b0b256b950d220f72b592,6,1,1.2,1,10,8829,8876,9.6,9.6,4,9.6,19.2,1101
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,0,6,-1,-1,11.8,11.8,4,7.8,15.6,1099
3vb07w52,1,609354c93d518102cfa2c53b,8,1,0.8,-1,-1,-1,-1,-1.0,0.0,4,-1.0,-1.0,1104
3vb07w52,1,60422c61c960ed052c0ee5b2,9,2,0.8,0,8,8014,5811,11.2,11.2,4,9.2,18.4,1100
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,2,0.8,0,0,6835,7850,10.8,10.8,4,0.8,1.6,1103
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,9,8596,3925,10.0,10.0,4,9.0,18.0,1102
3vb07w52,1,5f31611a22e6b8641dde72bc,12,2,0.8,-1,-1,-1,-1,-1.0,0.0,4,-1.0,-1.0,1104
3vb07w52,1,5e2522d6b734b47915f88275,1,1,1.2,1,10,13554,7889,12.0,25.0,5,12.0,24.0,1107
3vb07w52,0,5dbba186a9e74e186663bd60,2,2,0.8,1,3,4188,5072,10.2,19.0,5,3.2,6.4,1110
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,-1,-1,-1,-1,-1.0,0.0,5,-1.0,-1.0,1106
3vb07w52,0,5f3bea9361777498f6dcd795,4,2,1.2,1,10,1520,2098,12.0,21.2,5,12.0,24.0,1107
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,1,1.2,0,7,2251,6192,10.0,18.8,5,7.0,14.0,1105
3vb07w52,0,5f3b0b256b950d220f72b592,6,2,1.2,0,8,6436,7921,12.8,22.4,5,10.8,21.6,1108
3vb07w52,1,5eeadba7416c6820d161d667,7,1,0.8,0,7,-1,-1,6.2,18.0,5,3.2,6.4,1109
3vb07w52,1,609354c93d518102cfa2c53b,8,2,0.8,-1,-1,-1,-1,-1.0,0.0,5,-1.0,-1.0,1106
3vb07w52,1,60422c61c960ed052c0ee5b2,9,1,0.8,1,5,5072,5131,8.2,19.4,5,3.2,6.4,1110
3vb07w52,0,5f0e2a81dca8d41277b46bb5,10,2,0.8,0,1,5358,3828,12.2,23.0,5,3.2,6.4,1109
3vb07w52,0,5f23157170fcfd08d6b5ab55,11,1,1.2,1,10,2143,3398,10.8,20.8,5,10.8,21.6,1108
3vb07w52,1,5f31611a22e6b8641dde72bc,12,2,0.8,1,7,-1,-1,10.0,10.0,5,7.0,14.0,1105
3vb07w52,1,5e2522d6b734b47915f88275,1,1,1.2,1,3,13269,7023,11.6,36.6,6,4.6,9.2,1111
3vb07w52,0,5dbba186a9e74e186663bd60,2,1,0.8,1,4,3340,4242,8.8,27.8,6,2.8,5.6000000000000005,1115
3vb07w52,1,5f70acedcfac0e090605d457,3,1,1.2,-1,-1,-1,-1,-1.0,0.0,6,-1.0,-1.0,1112
3vb07w52,0,5f3bea9361777498f6dcd795,4,2,1.2,1,10,1419,2213,12.0,33.2,6,12.0,24.0,1114
3vb07w52,0,60a51ab2ae82da9cb994cea1,5,2,1.2,1,4,1955,4678,14.4,33.2,6,8.4,16.8,1113
3vb07w52,0,5f3b0b256b950d220f72b592,6,1,1.2,1,10,4592,7481,8.4,30.8,6,8.4,16.8,1113
3vb07w52,1,5eeadba7416c6820d161d667,7,2,0.8,0,7,-1,-1,7.0,25.0,6,4.0,8.0,1116
3vb07w52,1,609354c93d518102cfa2c53b,8,2,0.8,-1,-1,-1,-1,-1.0,0.0,6,-1.0,-1.0,1112
